,사업자등록번호,기업접두명,기업명,기업접미명,기업영문명,업종,기업규모,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드차수,산업코드1,산업코드2,IND_CD3,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,상장일자,주요사업내용,국가명,홈페이지URL,대표자명,직원수
67,1248130696,,케이디엠텍,(주),"KD M-TECH CO.,LTD",M,2,2,1,1,N,N,A032290,10.0,28909.0,,,0,N,,19721023.0,1,19970315.0,"전자제품, 통신기부품",,www.kdgmtech.co.kr,이윤복,102.0
68,1218114080,,문성엘에스,(주),"Munseong LS Co., Ltd.",M,2,2,1,1,N,N,,10.0,49301.0,,,0,N,,19890419.0,1,,자동차운송업,,www.msil.co.kr,김진욱,4.0
69,2108125437,,해날건설,(주),"HAENAL CONSTRUCTION CO.,LTD",M,2,2,1,1,N,N,,10.0,41121.0,,,0,N,,19990415.0,1,,건축공사업,,,천효근,4.0
70,3128130518,,마이크로에스엔브이콘트롤,(주),"Micro S & V Control Co, Ltd",M,2,2,1,1,N,N,,10.0,29299.0,,,0,N,,19980625.0,1,,소음방지시설,,www.microsv.com,안경덕,6.0
71,1138135804,(주),우림문화사,,"Woorim Moonwhasa Co.,Ltd.",M,2,2,1,1,N,N,,10.0,58113.0,,,0,N,,19950926.0,1,,"출판 및 인쇄업, 임대업",,,김종태,3.0
72,6098158007,(주),다이엑스,,"Da EX Co., Ltd.",M,2,2,1,1,N,N,,10.0,30391.0,,,0,N,,20030301.0,1,,"자동차부품,프레스(압형)가공품",,,박준표,103.0
73,3078109880,,우림종합건설,(주),"URIM SYNTHESIS CONSTRUCTION CO.,LTD.",M,2,2,1,1,N,N,,10.0,41220.0,,,0,N,,19960813.0,1,,토목공사업,,,서철호,12.0
74,1208138492,,오선물산,(주),"O SUN TRADE CO., LTD.",M,2,2,1,1,N,N,,10.0,46311.0,,,0,N,,19940428.0,1,,농산물판매업체,,www.osmall.co.kr,김관중,7.0
75,1208622942,(주),후이즈홀딩스,,WHOIS HOLDINGS,M,2,2,1,1,N,N,,10.0,71530.0,,,0,N,,20010619.0,1,,기업경영자문 및 투자인큐베이팅 사업,,www.whois.co.kr,이청종,7.0
76,6168105565,,협우설비,(주),"HYUBWOO SEOLBI CO.,LTD.",M,2,2,1,1,N,N,,10.0,42200.0,,,0,N,,19890928.0,1,,"기계설비공사, 소방시설공사",,,오덕환,18.0
77,2128128823,,소복건설,(주),"SOBOK CONSTRUCTION CO.,LTD",M,2,2,1,1,N,N,,10.0,42132.0,,,0,N,,19940421.0,1,,"토공사, 철근콘크리트공사 외",,www.sobok.co.kr,심갑보외  1명,57.0
78,2098110180,(주),풍양상사,,"POONGYANG CO.,LTD.",M,2,2,1,1,N,N,,10.0,13999.0,,,0,N,,19910207.0,1,,수출입업,,,권영철,95.0
79,2168115941,,대건개발,(주),Daegun CONSTRUCTION,M,2,2,1,1,N,N,,10.0,42410.0,,,0,N,,19990313.0,1,,도장 공사업,,,이상강,6.0
80,3068134770,(주),동양유통,,"Dongyang Distribution Co.,Ltd.",M,2,2,1,1,N,N,,10.0,10220.0,,,0,N,,19990406.0,1,,수산물 도매업,,,김우겸,9.0
81,1208195004,,한국증권정보기술,(주),"KOREA SECURITIES INFORMATION TECHNOLOGY CO.,LTD.",M,2,2,1,1,N,N,,10.0,58220.0,,,0,N,,19991102.0,1,,업무용소프트웨어개발,,www.ksit.kr,이은주,19.0
82,6098160686,,청산종합건설,(주),"cheong san construction co.,ltd.",M,2,2,1,1,N,N,,10.0,41220.0,,,0,N,,20031008.0,1,,건축공사,,www.cheongsancons.co.kr,김주봉,1.0
83,3068130056,(주),가미,,Gami Company Limited,M,2,2,1,1,N,N,,10.0,42412.0,,,0,N,,19970901.0,1,,실내건축공사 외,,-,김길성,24.0
84,1208162459,(주),엑심코퍼레이션,,"EXIM CORPORATION CO.,LTD",M,2,2,1,1,N,N,,10.0,14191.0,,,0,N,,19800201.0,1,,"신발, 스포츠용품, 의류, 오파",,www.rossignol.co.kr,김경회,4.0
85,1198102602,,한륙전자,(주),"Han Ryuk Electronics Co, Ltd",M,2,2,1,1,Y,N,,10.0,26290.0,,,0,N,,19700413.0,1,,전자저항기,일본,www.hanryuk.co.kr,정인일,23.0
86,1088149500,,상훈종합건영,(주),"Sanghun General Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,72110.0,,,0,N,,20010821.0,1,,토공사업,,www.sh90.co.kr,정재운,18.0
87,3028110951,,지엔에스엠엔씨,(주),"GNS M&C CO.,Ltd.",M,2,2,1,1,N,N,,10.0,28302.0,,,0,N,,20010115.0,1,,피복절연선 및 케이블 조립체 제조업,,poweron.co.kr,공천규,30.0
88,1048125618,,후림개발,(주),"Hoorim Development Co.,Ltd.",M,2,2,1,1,N,N,,10.0,68112.0,,,0,N,,19690510.0,1,,부동산임대업,,,이승훈,1.0
89,5038148268,(주),바오텍,,BAOTEC,M,2,2,1,1,N,N,,10.0,29150.0,,,0,N,,20010101.0,1,,"냉동기자재, 냉동기, 열교환기",,www.baotec.co.kr,김대근,38.0
90,3058142879,(주),이아이에스,,"E.I.S.CO.,LTD",M,2,2,1,1,N,N,,10.0,26290.0,,,0,N,,20010109.0,1,,PCB(인쇄회로기판) 검사,,,강완모,86.0
91,1198162269,(주),지원건설,,"JI WON CONSTRUCTION CO.,LTD.",M,2,2,1,1,N,N,,10.0,41000.0,,,0,N,,20030109.0,1,,"습식방수공사(바닥미장, 타일공사)",,,김영국외  1명,27.0
92,2208655476,(주),마무트코리아,,Mammut Korea Inc,M,2,2,1,1,Y,N,,10.0,46464.0,,,0,N,,20030111.0,1,,등산용품 및 등산용 의류 도소매업,스위스,www.mammutkorea.com,웨이룽게리푼,15.0
93,6038146575,(주),에스티에이치건설,,STH,M,2,2,1,1,N,N,,10.0,41122.0,,,0,N,,20010728.0,1,,주택건설업,,webhard.co.kr,안성한외  1명,17.0
94,5058125558,(주),한신인더스트리,,"HANSHIN IND. CO.,LTD.",M,2,2,1,1,N,N,,10.0,30300.0,,,0,N,,20000224.0,1,,자동차부품 제조,,www.hasco.com,서형노,16.0
95,1148621195,(주),시너지미디어,,SYNERGY MEDIA INC.,M,2,2,1,1,N,N,,10.0,59112.0,,,0,N,,20020814.0,1,,"영화제작,수입업",,www.synergymedia.co.kr,강유신,4.0
96,4108176012,(주),보형,,Bohyung,M,2,2,1,1,N,N,,10.0,42492.0,,,0,N,,20021022.0,1,,토목 건축공사 및 도급업,,,위영미,1.0
97,5048140707,(합),영광전기,,Youngkwang Electric,M,2,2,1,1,N,N,,10.0,42310.0,,,0,N,,20010705.0,2,,전기 공사업,,,나정호,3.0
98,2148676613,,위림종합건설,(주),"Wirim General Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,41220.0,,,0,N,,20010213.0,1,,조경공사업,,,정연정,6.0
99,3128134848,(주),제일벽지,,"Jeil Wallpaper Co.,Ltd.",M,2,2,1,1,N,N,,10.0,17903.0,,,0,N,,19970101.0,1,,벽지 제조및 판매업,,www.jeilwallpaper.com,정재식외  1명,60.0
100,6128107824,,에이치디종합건설,(주),"HD Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,41220.0,,,0,N,,19971027.0,1,,토목건설업,,handong21.com,박기연,11.0
101,1308111355,(주),신한기술센타,,"Shinhan Technology Co., Ltd.",M,2,2,1,1,Y,N,,10.0,28111.0,,,0,N,,19840315.0,1,,금형및치공구제조,일본,www.r50speaker.com,이규봉,1.0
102,3068116388,(주),나라손,,"Narason Co., Ltd.",M,2,2,1,1,N,N,,10.0,17909.0,,,0,N,,19930416.0,1,,제지가공업,,www.narason.co.kr,장영권,51.0
103,1048165075,(주),티스톤,,T STONE CORP.,M,2,2,1,1,N,N,,10.0,71531.0,,,0,N,,20010907.0,1,,기업의 컨설팅을 위한 용역사업,,www.tstone.co.kr,원준희외  1명,1.0
104,1248616398,(주),매크론,,"Macron Co, Ltd",M,2,2,1,1,N,N,,10.0,29270.0,,,0,N,,20031224.0,1,,엘씨디 장비 및 반도체장비 제조업,,www.macronsystem.co.kr,이길재,9.0
105,6038126579,(주),베스트샵수영,,"Best Shop Suyoung Co., Ltd.",M,2,2,1,1,N,N,,10.0,46521.0,,,0,N,,19951018.0,1,,전기 전자 제품 판매업,,,홍연식,3.0
106,2148680441,(주),플러스씨엔에스,,PLUSCNS,M,2,2,1,1,N,N,,10.0,46510.0,,,0,N,,20010419.0,1,,"회원카드, 신분증 등",,www.pluscns.co.kr,최일학,8.0
107,4078111463,,경보제지,(주),Kyoungbo Paper,M,2,2,1,1,N,N,,10.0,17902.0,,,0,N,,20031001.0,1,,재활용 재생화장지 제조업,,,박미숙,10.0
108,2298132441,(주),삼오물류정보,,SAMOH LOGISTICS INFORMATION,M,2,2,1,1,N,N,,10.0,27216.0,,,0,N,,19980612.0,1,,"공장창고자동화설비 및 물류설비, 소프트웨어개발용역",,www.samoh.com,양흥석,69.0
109,3128126256,(주),이츠웰,,"ITSWELL.CO.,LTD.",M,2,2,1,1,Y,N,,10.0,26121.0,,,0,N,,19970407.0,1,,LED소자 외,케이만군도,www.itswell.com,위종묵,207.0
110,2188114123,,한국콘탭시스템,(주),"Hankook Con. Tab System Co.,Ltd.",M,2,2,1,1,N,N,,10.0,42200.0,,,0,N,,19900201.0,1,,기계설비공사,,www.contab.co.kr,조동만,3.0
111,6188122731,,멀린엔터테인먼트코리아,(주),MERLIN ENTERTAINMENT KOREA COMPANY LIMITED,M,2,2,1,1,Y,N,,10.0,90231.0,,,0,N,,19971212.0,1,,"수족관 및 관련 시설의 개발, 설치 및 운영",호주,www.busanaquarium.com,로버트마크스미스외 1명,53.0
112,6058162038,(주),아이맥스,,"EYEMax Co.,Ltd.",M,2,2,1,1,N,N,,10.0,26420.0,,,0,N,,20030818.0,1,,"전자기기, 영상장비 개발 및 제조판매업",,www.braintoctoc.com,강성철,4.0
113,2158114032,,거룡실업,(주),"GUORYONG INDUSTRIAL CO., LTD.",M,2,2,1,1,N,N,,10.0,14411.0,,,0,N,,19901210.0,1,,무역업,,grvina.net,방대규,4.0
114,1348162007,,우상종합건설,(주),"Woosang General Construction Co.,Ltd.",M,2,2,1,1,N,N,,10.0,41121.0,,,0,N,,20001114.0,1,,주거용 건물 건설업,,,성정범,3.0
115,3018162607,,자혜식품,(주),"Jahye Food Co.,Ltd",M,2,2,1,1,N,N,,10.0,10619.0,,,0,N,,20020605.0,1,,선식,,www.jahye.com,최광윤,14.0
116,6218155960,(주),양산아이엠티,,Yangsan IMT,M,2,2,1,1,N,N,,10.0,46520.0,,,0,N,,20030924.0,1,,산업용 기계 및 장비 도매업,,,임영규,7.0
117,1138104937,,세원에스디에스,(주),SEONE SDS Co.. Ltd.,M,2,2,1,1,N,N,,10.0,29299.0,,,0,N,,19720503.0,1,,무대기계장치 제작 설치사업,,www.seonesds.com,김세현외  1명,17.0
118,2118745234,,엔지씨코리아,(주),NGC Korea Company Limited,M,2,2,1,1,N,N,,10.0,60221.0,,,0,N,,20040211.0,1,,프로그램공급업,,www.ngckorea.com,오상호,1.0
119,5158100025,(주),동산,,"Dongsan Co.,Ltd.",M,2,2,1,1,N,N,,10.0,13994.0,,,0,N,,19900504.0,1,,피피코팅 제조 판매업,,포대.com,이미숙,5.0
120,1398137099,(주),상신산업,,SIC Tube,M,2,2,1,1,N,N,,10.0,24132.0,,,0,N,,19980702.0,1,,강관제조업,,www.sictube.com,성국태,27.0
121,6108158953,,금강문화허브,(주),"GEUMGANG CULTURE HEOBEU CO.,LTD.",M,2,2,1,1,N,N,,10.0,96921.0,,,0,N,,20020601.0,1,,상조 관련업,,www.ikumkang.com,김호철,3.0
122,6068154230,,대한강재,(주),"DAEHANSTEEL CO.,LTD.",M,2,2,1,1,N,N,,10.0,24191.0,,,0,N,,19940715.0,1,,"철판, 철재가공제조및 아연도철판 도매",,www.daehansteel.com,이상중,45.0
123,6058163037,(주),청호에스엔지경남,,"Cheongho SNG Kyoungnam Co., Ltd.",M,2,2,1,1,N,N,,10.0,95300.0,,,0,N,,20031211.0,1,,"사무, 회계계산기기유지 및 수리업",,www.chunghocomnet.com,김태원,18.0
124,5038105750,,부성티에프시,(주),"BUSUNG TFC CO.,LTD.",M,2,2,1,1,N,N,,10.0,13402.0,,,0,N,,19830525.0,1,,"염색가공업, 무역업",,www.mikwangtex.com,조상형,68.0
125,6218126427,,인지전기공업,(주),"Inji Electric Industrial Co.,Ltd.",M,2,2,1,1,N,Y,,10.0,28422.0,,,0,N,,19970321.0,1,,"조명기구 및 전기재료 제조, 판매업",,www.inj55.co.kr,박인주,7.0
126,1348134286,(주),고려상공,,"Koryo Commercial Industry Co., Ltd.",M,2,2,1,1,N,N,,10.0,46533.0,,,0,N,,19970101.0,1,,CO2솔리드와이어생산업,,www.koreawelds.co.kr,배영창,5.0
127,2148649095,(주),신안엔지니어링,,SHINAN ENGINEERING CO.,M,2,2,1,1,N,N,,10.0,29271.0,,,0,N,,20000214.0,1,,"반도체 및 엘씨디장비용 제어시스템 제조,개발,판매",,www.utechsys.com,이유정,6.0
128,5158114795,,서현스틸,(주),"SEOHYEON STEEL CO.,LTD.",M,2,2,1,1,N,N,,10.0,25944.0,,,0,N,,19990420.0,1,,철선제조 생산 및 도소매업,,,이남희,8.0
